"id","policy_id","condition_key","operator","expected_value","required","question_id","evidence_text","source_url","source_location","extraction_method","admin_review_status","evaluation_mode"
"99","27","RESIDENCE_REGION","EQ","SEOUL","true","1","서울 거주 산모","https://umppa.seoul.go.kr/hmpg/life/vwal/contPageDetail.do?conts_no=4AA6EA0D7CD11876E063A6022162EE78","03_policy_rule.csv#row:99:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"100","27","CHILD_BIRTH_DATE","IN_PERIOD","OFFICIAL_PERIOD","true","13","출산일 및 신청기한","https://umppa.seoul.go.kr/hmpg/life/vwal/contPageDetail.do?conts_no=4AA6EA0D7CD11876E063A6022162EE78","03_policy_rule.csv#row:100:source_text","REVIEWED_CSV_BASELINE","NEEDS_OFFICIAL_CONFIRMATION","OFFICIAL_CONFIRMATION_REQUIRED"
"101","27","MOTHER_APPLICANT","EQ","YES","true","42","산모 기준 신청","https://umppa.seoul.go.kr/hmpg/life/vwal/contPageDetail.do?conts_no=4AA6EA0D7CD11876E063A6022162EE78","03_policy_rule.csv#row:101:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"102","28","CHILD_BIRTH_REGISTERED","EQ","YES","true","43","출생신고 완료","https://www.bokjiro.go.kr","03_policy_rule.csv#row:102:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"103","28","CHILD_NATIONALITY_OR_RESIDENCY","EQ","ELIGIBLE","true","44","출생아 주민등록 등 요건","https://www.bokjiro.go.kr","03_policy_rule.csv#row:103:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"104","29","CHILD_AGE_MONTHS","LTE","23","true","45","만 0~1세 중심","https://www.bokjiro.go.kr","03_policy_rule.csv#row:104:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"105","29","CHILDCARE_TYPE","IN","HOME|DAYCARE","true","46","가정양육 또는 보육서비스","https://www.bokjiro.go.kr","03_policy_rule.csv#row:105:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"106","30","CHILD_AGE_MONTHS","LT","96","true","45","만 8세 미만","https://www.bokjiro.go.kr","03_policy_rule.csv#row:106:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"107","30","CHILD_BIRTH_REGISTERED","EQ","YES","true","43","주민등록","https://www.bokjiro.go.kr","03_policy_rule.csv#row:107:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"108","31","CHILD_AGE","LTE","12","true","33","서비스 대상 연령","https://www.idolbom.go.kr","03_policy_rule.csv#row:108:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"109","31","CARE_GAP","EQ","YES","true","47","맞벌이·질병 등 양육공백","https://www.idolbom.go.kr","03_policy_rule.csv#row:109:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"110","31","HOUSEHOLD_INCOME","ANY","ALL","false","6","소득에 따라 정부지원 비율 차등","https://www.idolbom.go.kr","03_policy_rule.csv#row:110:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"111","32","RESIDENCE_REGION","EQ","SEOUL","true","1","서울 거주","https://umppa.seoul.go.kr","03_policy_rule.csv#row:111:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"112","32","CHILD_AGE_MONTHS","IN","24_TO_36_OR_ANNOUNCEMENT","true","45","공고상 아동 연령","https://umppa.seoul.go.kr","03_policy_rule.csv#row:112:source_text","REVIEWED_CSV_BASELINE","NEEDS_OFFICIAL_CONFIRMATION","OFFICIAL_CONFIRMATION_REQUIRED"
"113","32","HOUSEHOLD_INCOME","LTE","MEDIAN_INCOME_THRESHOLD","true","6","소득 기준","https://umppa.seoul.go.kr","03_policy_rule.csv#row:113:source_text","REVIEWED_CSV_BASELINE","NEEDS_OFFICIAL_CONFIRMATION","OFFICIAL_CONFIRMATION_REQUIRED"
"114","32","CARE_PROVIDER","IN","RELATIVE|PRIVATE","true","48","친인척 또는 민간 돌봄","https://umppa.seoul.go.kr","03_policy_rule.csv#row:114:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"115","33","RESIDENCE_REGION","EQ","SEOUL","true","1","서울 출산가정","https://umppa.seoul.go.kr/hmpg/life/vwal/contPageDetail.do?conts_no=4AA6EA0D7CD11876E063A6022162EE78","03_policy_rule.csv#row:115:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"116","33","CHILD_AGE_MONTHS","LTE","24_OR_LOCAL_STANDARD","true","45","보건소별 방문대상 확인","https://umppa.seoul.go.kr/hmpg/life/vwal/contPageDetail.do?conts_no=4AA6EA0D7CD11876E063A6022162EE78","03_policy_rule.csv#row:116:source_text","REVIEWED_CSV_BASELINE","NEEDS_OFFICIAL_CONFIRMATION","OFFICIAL_CONFIRMATION_REQUIRED"
"117","33","HOME_VISIT_CONSENT","EQ","YES","true","49","가정방문 동의","https://umppa.seoul.go.kr/hmpg/life/vwal/contPageDetail.do?conts_no=4AA6EA0D7CD11876E063A6022162EE78","03_policy_rule.csv#row:117:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"118","34","CHILD_BIRTH_DATE","IN_PERIOD","APPLICATION_PERIOD","true","13","출산 전후 신청기한","https://www.bokjiro.go.kr","03_policy_rule.csv#row:118:source_text","REVIEWED_CSV_BASELINE","NEEDS_OFFICIAL_CONFIRMATION","OFFICIAL_CONFIRMATION_REQUIRED"
"119","34","HOUSEHOLD_INCOME","LTE","TYPE_THRESHOLD_OR_EXCEPTION","false","6","유형별 소득기준·예외","https://www.bokjiro.go.kr","03_policy_rule.csv#row:119:source_text","REVIEWED_CSV_BASELINE","NEEDS_OFFICIAL_CONFIRMATION","OFFICIAL_CONFIRMATION_REQUIRED"
"120","34","SERVICE_NEEDED","EQ","YES","true","50","산후 건강관리 서비스 필요","https://www.bokjiro.go.kr","03_policy_rule.csv#row:120:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"121","35","PREGNANCY_CONFIRMED","EQ","YES","true","51","임신확인","https://www.nhis.or.kr","03_policy_rule.csv#row:121:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"122","35","HEALTH_INSURANCE_ELIGIBLE","EQ","YES","true","52","건강보험 가입·피부양 등","https://www.nhis.or.kr","03_policy_rule.csv#row:122:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"123","36","RESIDENCE_REGION","EQ","SEOUL","true","1","서울 거주","https://umppa.seoul.go.kr/hmpg/life/vwal/contPageDetail.do?conts_no=4AA6EA0D7CD11876E063A6022162EE78","03_policy_rule.csv#row:123:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"124","36","EMPLOYMENT_STATUS","IN","SELF_EMPLOYED|FREELANCER|PLATFORM_WORKER","true","39","1인 자영업자 등","https://umppa.seoul.go.kr/hmpg/life/vwal/contPageDetail.do?conts_no=4AA6EA0D7CD11876E063A6022162EE78","03_policy_rule.csv#row:124:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"125","36","CHILD_BIRTH_DATE","IN_PERIOD","OFFICIAL_PERIOD","true","13","출산일 기준","https://umppa.seoul.go.kr/hmpg/life/vwal/contPageDetail.do?conts_no=4AA6EA0D7CD11876E063A6022162EE78","03_policy_rule.csv#row:125:source_text","REVIEWED_CSV_BASELINE","NEEDS_OFFICIAL_CONFIRMATION","OFFICIAL_CONFIRMATION_REQUIRED"
"126","37","RESIDENCE_REGION","EQ","SEOUL","true","1","본인과 출산자녀 서울 거주 등","https://umppa.seoul.go.kr/hmpg/sprt/pgpt/bzin/bzmgPageDetail.do?biz_mng_no=16A62AE6CE162993E063A6022162A5D2","03_policy_rule.csv#row:126:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"127","37","EMPLOYMENT_STATUS","IN","SELF_EMPLOYED|FREELANCER|PLATFORM_WORKER","true","39","1인 자영업자 등","https://umppa.seoul.go.kr/hmpg/sprt/pgpt/bzin/bzmgPageDetail.do?biz_mng_no=16A62AE6CE162993E063A6022162A5D2","03_policy_rule.csv#row:127:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"128","37","SPOUSE_GAVE_BIRTH","EQ","YES","true","53","배우자 출산","https://umppa.seoul.go.kr/hmpg/sprt/pgpt/bzin/bzmgPageDetail.do?biz_mng_no=16A62AE6CE162993E063A6022162A5D2","03_policy_rule.csv#row:128:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"129","37","LEAVE_DAYS","LTE","10","true","54","최대 10일분","https://umppa.seoul.go.kr/hmpg/sprt/pgpt/bzin/bzmgPageDetail.do?biz_mng_no=16A62AE6CE162993E063A6022162A5D2","03_policy_rule.csv#row:129:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"130","38","RESIDENCE_REGION","EQ","SEOUL","true","1","서울시 사업주·근로자","https://umppa.seoul.go.kr/hmpg/sprt/bzin/bzmgComtDetail.do?biz_mng_no=E9FF6E0FEFF74EBCA2E954130EAA7C74","03_policy_rule.csv#row:130:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"131","38","EMPLOYMENT_STATUS","IN","SMALL_BUSINESS_OWNER|SMALL_BUSINESS_EMPLOYEE|WLB_COMPANY_EMPLOYEE","true","39","사업 참여대상","https://umppa.seoul.go.kr/hmpg/sprt/bzin/bzmgComtDetail.do?biz_mng_no=E9FF6E0FEFF74EBCA2E954130EAA7C74","03_policy_rule.csv#row:131:source_text","REVIEWED_CSV_BASELINE","NEEDS_OFFICIAL_CONFIRMATION","OFFICIAL_CONFIRMATION_REQUIRED"
"132","38","CHILD_AGE_MONTHS","BETWEEN","3|144","true","45","3개월~12세","https://umppa.seoul.go.kr/hmpg/sprt/bzin/bzmgComtDetail.do?biz_mng_no=E9FF6E0FEFF74EBCA2E954130EAA7C74","03_policy_rule.csv#row:132:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
"133","38","APPLICATION_PERIOD_OPEN","EQ","YES","true","55","연도별 모집기간","https://umppa.seoul.go.kr/hmpg/sprt/bzin/bzmgComtDetail.do?biz_mng_no=E9FF6E0FEFF74EBCA2E954130EAA7C74","03_policy_rule.csv#row:133:source_text","REVIEWED_CSV_BASELINE","APPROVED","DETERMINISTIC"
